cite,cited,subgraph_1hop,subgraph_2hop,subgraph_3hop
30817,631052,"[[2665, 19621, 19621, 49482, 631015], [631052, 49482, 631052, 631052, 631052]]","[[1365, 1365, 2665, 2665, 3229, 8581, 19621, 19621, 19621, 30817, 49482, 237489, 237521, 631015, 853114, 853114, 853115, 853115, 853115, 853116], [237521, 49482, 237489, 631052, 49482, 2665, 49482, 631052, 853116, 3229, 631052, 2665, 2665, 631052, 19621, 853116, 19621, 853114, 853116, 19621]]","[[1365, 1365, 2665, 2665, 3229, 6184, 8581, 19621, 19621, 19621, 19621, 29492, 29492, 30817, 49482, 69198, 135464, 135464, 144408, 237489, 237521, 631015, 853114, 853114, 853115, 853115, 853115, 853116], [237521, 49482, 237489, 631052, 49482, 3229, 2665, 49482, 6184, 631052, 853116, 144408, 3229, 3229, 631052, 8581, 237489, 8581, 3229, 2665, 2665, 631052, 19621, 853116, 19621, 853114, 853116, 19621]]"
30895,1152277,"[[1272, 3229, 3229, 3243, 8224, 10796, 25181, 59798, 59798, 59798], [30895, 1152277, 25181, 30895, 30895, 30895, 1152277, 1152277, 25181, 30895]]","[[887, 887, 1272, 1272, 3229, 3229, 3243, 4584, 4584, 4584, 6184, 6184, 6213, 6213, 8224, 10796, 10798, 13686, 25181, 29492, 29492, 30817, 59798, 59798, 59798, 85688, 144408], [10796, 6213, 30895, 85688, 1152277, 25181, 30895, 1272, 6184, 6213, 13686, 3229, 10796, 6184, 30895, 30895, 10796, 1272, 1152277, 144408, 3229, 3229, 1152277, 25181, 30895, 8224, 3229]]","[[35, 35, 35, 887, 887, 887, 1272, 1272, 3229, 3229, 3243, 4584, 4584, 4584, 4584, 4584, 6151, 6151, 6184, 6184, 6213, 6213, 6213, 6213, 6214, 8224, 8224, 10796, 10798, 13686, 19621, 22563, 25181, 27535, 29492, 29492, 30817, 40135, 59798, 59798, 59798, 85688, 144408, 198653, 202639, 210871, 210871, 210871, 231198], [198653, 210871, 887, 10796, 6151, 6213, 30895, 85688, 1152277, 25181, 30895, 1272, 6151, 6184, 6213, 6214, 6213, 6214, 13686, 3229, 10796, 6151, 6184, 6214, 6184, 22563, 30895, 30895, 10796, 1272, 6184, 13686, 1152277, 13686, 144408, 3229, 3229, 13686, 1152277, 25181, 30895, 8224, 3229, 887, 144408, 198653, 35, 887, 144408]]"
30895,1152673,"[[1272, 3229, 3229, 3243, 8224, 10796, 25181, 59798, 59798, 59798], [30895, 1152673, 25181, 30895, 30895, 30895, 1152673, 1152673, 25181, 30895]]","[[887, 887, 1272, 1272, 3229, 3229, 3243, 4584, 4584, 4584, 6184, 6184, 6213, 6213, 8224, 10796, 10798, 13686, 25181, 29492, 29492, 30817, 59798, 59798, 59798, 85688, 144408], [10796, 6213, 30895, 85688, 1152673, 25181, 30895, 1272, 6184, 6213, 13686, 3229, 10796, 6184, 30895, 30895, 10796, 1272, 1152673, 144408, 3229, 3229, 1152673, 25181, 30895, 8224, 3229]]","[[35, 35, 35, 887, 887, 887, 1272, 1272, 3229, 3229, 3243, 4584, 4584, 4584, 4584, 4584, 6151, 6151, 6184, 6184, 6213, 6213, 6213, 6213, 6214, 8224, 8224, 10796, 10798, 13686, 19621, 22563, 25181, 27535, 29492, 29492, 30817, 40135, 59798, 59798, 59798, 85688, 144408, 198653, 202639, 210871, 210871, 210871, 231198], [198653, 210871, 887, 10796, 6151, 6213, 30895, 85688, 1152673, 25181, 30895, 1272, 6151, 6184, 6213, 6214, 6213, 6214, 13686, 3229, 10796, 6151, 6184, 6214, 6184, 22563, 30895, 30895, 10796, 1272, 6184, 13686, 1152673, 13686, 144408, 3229, 3229, 13686, 1152673, 25181, 30895, 8224, 3229, 887, 144408, 198653, 35, 887, 144408]]"
30895,1154251,"[[1272, 3229, 3229, 3243, 8224, 10796, 25181, 59798, 59798, 59798], [30895, 1154251, 25181, 30895, 30895, 30895, 1154251, 1154251, 25181, 30895]]","[[887, 887, 1272, 1272, 3229, 3229, 3243, 4584, 4584, 4584, 6184, 6184, 6213, 6213, 8224, 10796, 10798, 13686, 25181, 29492, 29492, 30817, 59798, 59798, 59798, 85688, 144408], [10796, 6213, 30895, 85688, 1154251, 25181, 30895, 1272, 6184, 6213, 13686, 3229, 10796, 6184, 30895, 30895, 10796, 1272, 1154251, 144408, 3229, 3229, 1154251, 25181, 30895, 8224, 3229]]","[[35, 35, 35, 887, 887, 887, 1272, 1272, 3229, 3229, 3243, 4584, 4584, 4584, 4584, 4584, 6151, 6151, 6184, 6184, 6213, 6213, 6213, 6213, 6214, 8224, 8224, 10796, 10798, 13686, 19621, 22563, 25181, 27535, 29492, 29492, 30817, 40135, 59798, 59798, 59798, 85688, 144408, 198653, 202639, 210871, 210871, 210871, 231198], [198653, 210871, 887, 10796, 6151, 6213, 30895, 85688, 1154251, 25181, 30895, 1272, 6151, 6184, 6213, 6214, 6213, 6214, 13686, 3229, 10796, 6151, 6184, 6214, 6184, 22563, 30895, 30895, 10796, 1272, 6184, 13686, 1154251, 13686, 144408, 3229, 3229, 13686, 1154251, 25181, 30895, 8224, 3229, 887, 144408, 198653, 35, 887, 144408]]"
30895,30901,"[[1272, 1272, 3243, 3243, 3243, 8224, 8224, 10796, 11339, 59798, 368431], [30895, 30901, 30895, 30901, 368431, 30895, 368431, 30895, 30901, 30895, 30901]]","[[887, 887, 1272, 1272, 1272, 3243, 3243, 3243, 4584, 4584, 6213, 8224, 8224, 10796, 10798, 11326, 11339, 11339, 13686, 27249, 59798, 85688, 368431], [10796, 6213, 30895, 30901, 85688, 30895, 30901, 368431, 1272, 6213, 10796, 30895, 368431, 30895, 10796, 11339, 11326, 30901, 1272, 368431, 30895, 8224, 30901]]","[[35, 35, 35, 887, 887, 887, 1272, 1272, 1272, 3243, 3243, 3243, 4584, 4584, 4584, 4584, 6151, 6184, 6213, 6213, 6213, 8224, 8224, 8224, 8224, 10796, 10798, 11326, 11339, 11339, 13686, 22563, 22563, 23738, 23738, 27249, 27535, 36140, 36140, 40135, 46468, 59798, 85688, 198653, 210871, 210871, 210871, 368431], [198653, 210871, 887, 10796, 6151, 6213, 30895, 30901, 85688, 30895, 30901, 368431, 1272, 6151, 6184, 6213, 6213, 13686, 10796, 6151, 6184, 22563, 23738, 30895, 368431, 30895, 10796, 11339, 11326, 30901, 1272, 13686, 36140, 22563, 27249, 368431, 13686, 22563, 27249, 13686, 27249, 30895, 8224, 887, 198653, 35, 887, 30901]]"
30934,12960,"[[19231, 19231, 33325, 116021], [12960, 30934, 12960, 12960]]","[[19231, 19231, 27627, 33325, 116021], [12960, 30934, 116021, 12960, 12960]]","[[19231, 19231, 24966, 27627, 33325, 116021], [12960, 30934, 27627, 116021, 12960, 12960]]"
31336,1129442,"[[10531, 10531, 10531, 10531, 31353, 31353, 31353, 31353, 43698], [1129442, 31336, 31353, 43698, 10531, 1129442, 31336, 43698, 1129442]]","[[10531, 10531, 10531, 10531, 31353, 31353, 31353, 31353, 43698], [1129442, 31336, 31353, 43698, 10531, 1129442, 31336, 43698, 1129442]]","[[10531, 10531, 10531, 10531, 31353, 31353, 31353, 31353, 43698], [1129442, 31336, 31353, 43698, 10531, 1129442, 31336, 43698, 1129442]]"
31336,31349,"[[10531, 10531, 10531, 10531, 31353, 31353, 31353, 31353, 43698], [31336, 31349, 31353, 43698, 10531, 31336, 31349, 43698, 31349]]","[[10531, 10531, 10531, 10531, 31353, 31353, 31353, 31353, 43698], [31336, 31349, 31353, 43698, 10531, 31336, 31349, 43698, 31349]]","[[10531, 10531, 10531, 10531, 31353, 31353, 31353, 31353, 43698], [31336, 31349, 31353, 43698, 10531, 31336, 31349, 43698, 31349]]"
31336,686532,"[[10531, 10531, 10531, 10531, 10531, 31336, 31349, 31353, 31353, 31353, 31353, 31353, 43698, 43698], [31336, 31349, 31353, 43698, 686532, 31349, 686532, 10531, 31336, 31349, 43698, 686532, 31349, 686532]]","[[10531, 10531, 10531, 10531, 10531, 31336, 31349, 31353, 31353, 31353, 31353, 31353, 43698, 43698], [31336, 31349, 31353, 43698, 686532, 31349, 686532, 10531, 31336, 31349, 43698, 686532, 31349, 686532]]","[[10531, 10531, 10531, 10531, 10531, 31336, 31349, 31353, 31353, 31353, 31353, 31353, 43698, 43698], [31336, 31349, 31353, 43698, 686532, 31349, 686532, 10531, 31336, 31349, 43698, 686532, 31349, 686532]]"
31349,686532,"[[10531, 10531, 10531, 10531, 10531, 31336, 31336, 31353, 31353, 31353, 31353, 31353, 43698, 43698], [31336, 31349, 31353, 43698, 686532, 31349, 686532, 10531, 31336, 31349, 43698, 686532, 31349, 686532]]","[[10531, 10531, 10531, 10531, 10531, 31336, 31336, 31353, 31353, 31353, 31353, 31353, 43698, 43698], [31336, 31349, 31353, 43698, 686532, 31349, 686532, 10531, 31336, 31349, 43698, 686532, 31349, 686532]]","[[10531, 10531, 10531, 10531, 10531, 31336, 31336, 31353, 31353, 31353, 31353, 31353, 43698, 43698], [31336, 31349, 31353, 43698, 686532, 31349, 686532, 10531, 31336, 31349, 43698, 686532, 31349, 686532]]"
31353,1107567,"[[10531, 10531, 12165, 12195, 12195, 12238, 12238, 31353], [1107567, 31353, 1107567, 1107567, 12165, 1107567, 12165, 10531]]","[[10531, 10531, 12165, 12182, 12182, 12195, 12195, 12195, 12211, 12238, 12238, 12350, 12350, 31353, 51180, 51180, 67415, 67415], [1107567, 31353, 1107567, 12165, 12211, 1107567, 12165, 51180, 12165, 1107567, 12165, 12195, 67415, 10531, 12195, 12350, 12195, 51180]]","[[4804, 4804, 6125, 10177, 10177, 10177, 10177, 10531, 10531, 12165, 12182, 12182, 12195, 12195, 12195, 12195, 12210, 12210, 12210, 12210, 12211, 12238, 12238, 12350, 12350, 12350, 12350, 12350, 15429, 15429, 28649, 31353, 38722, 51180, 51180, 67415, 67415, 67415], [12182, 12210, 12211, 12210, 15429, 4804, 67415, 1107567, 31353, 1107567, 12165, 12211, 1107567, 12165, 38722, 51180, 12182, 4804, 6125, 67415, 12165, 1107567, 12165, 12195, 12210, 4804, 6125, 67415, 10177, 12350, 12182, 10531, 51180, 12195, 12350, 12195, 38722, 51180]]"
31353,1124844,"[[10531, 10531, 31353, 31353, 31353, 31927, 31927, 194617], [194617, 31353, 10531, 194617, 31927, 1124844, 194617, 1124844]]","[[10531, 10531, 31353, 31353, 31353, 31927, 31927, 31927, 31932, 194609, 194609, 194617, 194617, 563613], [194617, 31353, 10531, 194617, 31927, 1124844, 194617, 31932, 194617, 31927, 563613, 1124844, 31932, 31927]]","[[3243, 10531, 10531, 31353, 31353, 31353, 31927, 31927, 31927, 31932, 194609, 194609, 194609, 194617, 194617, 194617, 215912, 563613], [31932, 194617, 31353, 10531, 194617, 31927, 1124844, 194617, 31932, 194617, 215912, 31927, 563613, 1124844, 215912, 31932, 31932, 31927]]"
31353,1129442,"[[10531, 10531, 10531, 10531, 31336, 31353, 31353, 31353, 43698], [1129442, 31336, 31353, 43698, 1129442, 10531, 31336, 43698, 1129442]]","[[10531, 10531, 10531, 10531, 31336, 31353, 31353, 31353, 43698], [1129442, 31336, 31353, 43698, 1129442, 10531, 31336, 43698, 1129442]]","[[10531, 10531, 10531, 10531, 31336, 31353, 31353, 31353, 43698], [1129442, 31336, 31353, 43698, 1129442, 10531, 31336, 43698, 1129442]]"
31353,194617,"[[10531, 10531, 31353, 31353, 31927, 31927, 31932, 194617], [194617, 31353, 10531, 31927, 194617, 31932, 194617, 31932]]","[[3243, 10531, 10531, 31353, 31353, 31927, 31927, 31932, 194609, 194609, 194609, 194617, 194617, 215912, 563613], [31932, 194617, 31353, 10531, 31927, 194617, 31932, 194617, 215912, 31927, 563613, 215912, 31932, 31932, 31927]]","[[3243, 10531, 10531, 31353, 31353, 31927, 31927, 31932, 194609, 194609, 194609, 194617, 194617, 215912, 563613], [31932, 194617, 31353, 10531, 31927, 194617, 31932, 194617, 215912, 31927, 563613, 215912, 31932, 31932, 31927]]"
31353,31336,"[[10531, 10531, 31353], [31336, 31353, 10531]]","[[10531, 10531, 31353], [31336, 31353, 10531]]","[[10531, 10531, 31353], [31336, 31353, 10531]]"
31353,31349,"[[10531, 10531, 10531, 10531, 31336, 31353, 31353, 31353, 43698], [31336, 31349, 31353, 43698, 31349, 10531, 31336, 43698, 31349]]","[[10531, 10531, 10531, 10531, 31336, 31353, 31353, 31353, 43698], [31336, 31349, 31353, 43698, 31349, 10531, 31336, 43698, 31349]]","[[10531, 10531, 10531, 10531, 31336, 31353, 31353, 31353, 43698], [31336, 31349, 31353, 43698, 31349, 10531, 31336, 43698, 31349]]"
31353,43698,"[[10531, 10531, 31353], [31353, 43698, 10531]]","[[10531, 10531, 31353], [31353, 43698, 10531]]","[[10531, 10531, 31353], [31353, 43698, 10531]]"
31353,686532,"[[10531, 10531, 10531, 10531, 10531, 31336, 31336, 31349, 31353, 31353, 31353, 31353, 43698, 43698], [31336, 31349, 31353, 43698, 686532, 31349, 686532, 686532, 10531, 31336, 31349, 43698, 31349, 686532]]","[[10531, 10531, 10531, 10531, 10531, 31336, 31336, 31349, 31353, 31353, 31353, 31353, 43698, 43698], [31336, 31349, 31353, 43698, 686532, 31349, 686532, 686532, 10531, 31336, 31349, 43698, 31349, 686532]]","[[10531, 10531, 10531, 10531, 10531, 31336, 31336, 31349, 31353, 31353, 31353, 31353, 43698, 43698], [31336, 31349, 31353, 43698, 686532, 31349, 686532, 686532, 10531, 31336, 31349, 43698, 31349, 686532]]"
31479,1115701,"[[20923, 20923, 20923, 20924, 20924, 31479, 202520, 289885, 289885], [1115701, 20924, 289885, 1115701, 289885, 289885, 1115701, 1115701, 20924]]","[[20923, 20923, 20923, 20923, 20924, 20924, 20924, 31479, 31479, 77758, 77758, 202520, 289885, 289885, 294030], [1115701, 20924, 289885, 294030, 1115701, 289885, 294030, 289885, 294030, 289885, 294030, 1115701, 1115701, 20924, 20924]]","[[1365, 20923, 20923, 20923, 20923, 20924, 20924, 20924, 31479, 31479, 39890, 77758, 77758, 202520, 289885, 289885, 294030], [77758, 1115701, 20924, 289885, 294030, 1115701, 289885, 294030, 289885, 294030, 294030, 289885, 294030, 1115701, 1115701, 20924, 20924]]"
31479,289885,"[[20923, 20923, 20924, 77758, 289885], [20924, 289885, 289885, 289885, 20924]]","[[1365, 20923, 20923, 20923, 20924, 20924, 31479, 77758, 77758, 289885, 294030], [77758, 20924, 289885, 294030, 289885, 294030, 294030, 289885, 294030, 20924, 20924]]","[[1365, 20923, 20923, 20923, 20924, 20924, 31479, 39890, 77758, 77758, 289885, 294030], [77758, 20924, 289885, 294030, 289885, 294030, 294030, 294030, 289885, 294030, 20924, 20924]]"
31479,294030,"[[20923, 20923, 20924, 39890, 77758, 294030], [20924, 294030, 294030, 294030, 294030, 20924]]","[[1365, 20923, 20923, 20923, 20924, 20924, 31479, 39890, 51049, 77758, 77758, 289885, 294030], [77758, 20924, 289885, 294030, 289885, 294030, 289885, 294030, 39890, 289885, 294030, 20924, 20924]]","[[1365, 20923, 20923, 20923, 20924, 20924, 31479, 39890, 51049, 77758, 77758, 289885, 294030], [77758, 20924, 289885, 294030, 289885, 294030, 289885, 294030, 39890, 289885, 294030, 20924, 20924]]"
31483,1131137,"[[3222, 3240, 31483, 39165, 92589, 92589], [1131137, 1131137, 39165, 1131137, 1131137, 39165]]","[[3222, 3240, 31479, 31483, 39165, 92589, 92589, 97377, 162664], [1131137, 1131137, 39165, 39165, 1131137, 1131137, 39165, 3240, 39165]]","[[3191, 3222, 3240, 8224, 31479, 31483, 39165, 39890, 39890, 92589, 92589, 97377, 162664], [162664, 1131137, 1131137, 97377, 39165, 39165, 1131137, 162664, 3191, 1131137, 39165, 3240, 39165]]"
31483,118682,"[[31483, 39165, 162664, 162664], [39165, 118682, 118682, 39165]]","[[3191, 31479, 31483, 39165, 39890, 39890, 92589, 162664, 162664], [162664, 39165, 39165, 118682, 162664, 3191, 39165, 118682, 39165]]","[[3191, 3191, 3191, 3192, 3192, 5086, 16008, 16008, 31479, 31483, 39165, 39890, 39890, 51049, 92589, 162664, 162664], [162664, 3192, 5086, 3191, 5086, 3191, 3191, 3192, 39165, 39165, 118682, 162664, 3191, 39890, 39165, 118682, 39165]]"
31483,39126,"[[1999, 3231, 10169, 10169, 31483, 39165], [39126, 39126, 3231, 39126, 39165, 39126]]","[[1999, 3231, 3231, 6334, 10169, 10169, 10169, 10169, 10169, 10169, 10177, 10177, 15429, 15429, 17798, 17798, 31479, 31483, 39127, 39131, 39131, 39165, 92589, 158614, 162664], [39126, 39126, 6334, 3231, 158614, 17798, 3231, 39126, 39131, 6334, 10169, 15429, 10169, 10177, 3231, 39131, 39165, 39165, 3231, 3231, 6334, 39126, 39165, 10169, 39165]]","[[1999, 3191, 3231, 3231, 6334, 6767, 10169, 10169, 10169, 10169, 10169, 10169, 10177, 10177, 15429, 15429, 17798, 17798, 31479, 31483, 39127, 39130, 39131, 39131, 39165, 39890, 39890, 92589, 158614, 162664], [39126, 162664, 39126, 6334, 3231, 6334, 158614, 17798, 3231, 39126, 39131, 6334, 10169, 15429, 10169, 10177, 3231, 39131, 39165, 39165, 3231, 39131, 3231, 6334, 39126, 162664, 3191, 39165, 10169, 39165]]"
31489,1130780,"[[9581, 31489, 633081, 633081], [1130780, 9581, 1130780, 31489]]","[[9581, 31489, 633081, 633081], [1130780, 9581, 1130780, 31489]]","[[9581, 31489, 633081, 633081], [1130780, 9581, 1130780, 31489]]"
31489,40583,"[[31489, 31489, 40605, 632874, 633081, 633081, 633081], [40605, 632874, 40583, 40583, 31489, 40605, 632874]]","[[31489, 31489, 31489, 40605, 632874, 633081, 633081, 633081, 633585], [40605, 632874, 633585, 40583, 40583, 31489, 40605, 632874, 40605]]","[[9581, 31489, 31489, 31489, 31489, 40605, 632874, 633081, 633081, 633081, 633585], [633585, 40605, 632874, 633585, 9581, 40583, 40583, 31489, 40605, 632874, 40605]]"
31489,40605,"[[31489, 633081, 633081, 633585], [633585, 31489, 40605, 40605]]","[[9581, 31489, 31489, 633081, 633081, 633585], [633585, 633585, 9581, 31489, 40605, 40605]]","[[9581, 31489, 31489, 633081, 633081, 633585], [633585, 633585, 9581, 31489, 40605, 40605]]"
31489,632796,"[[633081, 633081], [31489, 632796]]","[[633081, 633081], [31489, 632796]]","[[633081, 633081], [31489, 632796]]"
31489,632874,"[[633081, 633081], [31489, 632874]]","[[633081, 633081], [31489, 632874]]","[[633081, 633081], [31489, 632874]]"
31489,633585,"[[9581, 31489, 633081], [633585, 9581, 31489]]","[[9581, 31489, 633081], [633585, 9581, 31489]]","[[9581, 31489, 633081], [633585, 9581, 31489]]"
31489,633721,"[[31489, 31489, 40605, 633081, 633081, 633585, 633585], [40605, 633585, 633721, 31489, 40605, 40605, 633721]]","[[9581, 31489, 31489, 31489, 40605, 633081, 633081, 633585, 633585], [633585, 40605, 633585, 9581, 633721, 31489, 40605, 40605, 633721]]","[[9581, 31489, 31489, 31489, 40605, 633081, 633081, 633585, 633585], [633585, 40605, 633585, 9581, 633721, 31489, 40605, 40605, 633721]]"
31769,67245,"[[3229, 31769, 32083, 67245, 67246], [31769, 67246, 31769, 67246, 31769]]","[[3229, 6184, 29492, 29492, 30817, 31769, 32083, 67245, 67246, 144408], [31769, 3229, 144408, 3229, 3229, 67246, 31769, 67246, 31769, 3229]]","[[3229, 4584, 4584, 4584, 6184, 6213, 6213, 6214, 19621, 29492, 29492, 30817, 31769, 32083, 67245, 67246, 144408, 202639, 231198], [31769, 6184, 6213, 6214, 3229, 6184, 6214, 6184, 6184, 144408, 3229, 3229, 67246, 31769, 67246, 31769, 3229, 144408, 144408]]"
31769,67246,"[[3229, 31769, 32083, 67245, 67245], [31769, 67245, 31769, 31769, 67246]]","[[3229, 6184, 29492, 29492, 30817, 31769, 32083, 67245, 67245, 144408], [31769, 3229, 144408, 3229, 3229, 67245, 31769, 31769, 67246, 3229]]","[[3229, 4584, 4584, 4584, 6184, 6213, 6213, 6214, 19621, 29492, 29492, 30817, 31769, 32083, 67245, 67245, 144408, 202639, 231198], [31769, 6184, 6213, 6214, 3229, 6184, 6214, 6184, 6184, 144408, 3229, 3229, 67245, 31769, 31769, 67246, 3229, 144408, 144408]]"
31863,358894,"[[31863, 79809, 79809, 79809, 91581, 91581, 358866, 358866, 358884, 358887, 358887], [91581, 31863, 358866, 91581, 31863, 358894, 358894, 79809, 358894, 358894, 79809]]","[[5086, 11342, 13212, 24966, 31863, 79809, 79809, 79809, 79809, 91581, 91581, 137868, 358866, 358866, 358884, 358887, 358887, 560936], [79809, 79809, 358884, 79809, 91581, 11342, 31863, 358866, 91581, 31863, 358894, 91581, 358894, 79809, 358894, 358894, 79809, 91581]]","[[1272, 1365, 1365, 3187, 3191, 3191, 3192, 3192, 5086, 5086, 5086, 6784, 6784, 8224, 8224, 11342, 13212, 23738, 24966, 31863, 38537, 79809, 79809, 79809, 79809, 91581, 91581, 137868, 358866, 358866, 358884, 358887, 358887, 560936, 560936, 562123], [560936, 560936, 562123, 5086, 3192, 5086, 3191, 5086, 3187, 3191, 79809, 560936, 562123, 11342, 23738, 79809, 358884, 11342, 79809, 91581, 137868, 11342, 31863, 358866, 91581, 31863, 358894, 91581, 358894, 79809, 358894, 358894, 79809, 562123, 91581, 560936]]"
31863,91581,"[[79809, 79809, 137868, 560936], [31863, 91581, 91581, 91581]]","[[1272, 1365, 1365, 5086, 6784, 6784, 11342, 24966, 38537, 79809, 79809, 79809, 79809, 137868, 358866, 358887, 560936, 560936, 562123], [560936, 560936, 562123, 79809, 560936, 562123, 79809, 79809, 137868, 11342, 31863, 358866, 91581, 91581, 79809, 79809, 562123, 91581, 560936]]","[[1272, 1365, 1365, 3187, 3191, 3191, 3192, 3192, 4584, 5086, 5086, 5086, 6784, 6784, 8224, 8224, 11342, 13686, 23738, 24966, 38537, 79809, 79809, 79809, 79809, 137868, 358866, 358887, 560936, 560936, 562123], [560936, 560936, 562123, 5086, 3192, 5086, 3191, 5086, 1272, 3187, 3191, 79809, 560936, 562123, 11342, 23738, 79809, 1272, 11342, 79809, 137868, 11342, 31863, 358866, 91581, 91581, 79809, 79809, 562123, 91581, 560936]]"
31927,1124844,"[[31353, 31353, 31353, 31927, 194609, 194609, 194617, 563613], [1124844, 194617, 31927, 194617, 31927, 563613, 1124844, 31927]]","[[10531, 10531, 31353, 31353, 31353, 31353, 31927, 31927, 31932, 194609, 194609, 194617, 194617, 563613], [194617, 31353, 10531, 1124844, 194617, 31927, 194617, 31932, 194617, 31927, 563613, 1124844, 31932, 31927]]","[[3243, 10531, 10531, 31353, 31353, 31353, 31353, 31927, 31927, 31932, 194609, 194609, 194609, 194617, 194617, 194617, 215912, 563613], [31932, 194617, 31353, 10531, 1124844, 194617, 31927, 194617, 31932, 194617, 215912, 31927, 563613, 1124844, 215912, 31932, 31932, 31927]]"
31927,1129572,"[[31353, 31353, 31927, 194609, 194609, 194609, 194617, 377303, 563613, 563613], [194617, 31927, 194617, 1129572, 31927, 563613, 1129572, 1129572, 1129572, 31927]]","[[10531, 10531, 31353, 31353, 31353, 31927, 31927, 31932, 194609, 194609, 194609, 194617, 194617, 195792, 377303, 563613, 563613], [194617, 31353, 10531, 194617, 31927, 194617, 31932, 194617, 1129572, 31927, 563613, 1129572, 31932, 377303, 1129572, 1129572, 31927]]","[[3243, 10531, 10531, 31353, 31353, 31353, 31927, 31927, 31932, 62329, 62329, 194609, 194609, 194609, 194609, 194617, 194617, 194617, 195792, 215912, 251756, 377303, 563613, 563613], [31932, 194617, 31353, 10531, 194617, 31927, 194617, 31932, 194617, 195792, 251756, 1129572, 215912, 31927, 563613, 1129572, 215912, 31932, 377303, 31932, 195792, 1129572, 1129572, 31927]]"
31927,194617,"[[10531, 10531, 31353, 31353, 31353, 31927, 31932, 194609, 194609, 194617, 563613], [194617, 31353, 10531, 194617, 31927, 31932, 194617, 31927, 563613, 31932, 31927]]","[[3243, 10531, 10531, 31353, 31353, 31353, 31927, 31932, 194609, 194609, 194609, 194617, 194617, 215912, 563613], [31932, 194617, 31353, 10531, 194617, 31927, 31932, 194617, 215912, 31927, 563613, 215912, 31932, 31932, 31927]]","[[3243, 10531, 10531, 31353, 31353, 31353, 31927, 31932, 194609, 194609, 194609, 194617, 194617, 215912, 563613], [31932, 194617, 31353, 10531, 194617, 31927, 31932, 194617, 215912, 31927, 563613, 215912, 31932, 31932, 31927]]"
31927,31932,"[[3243, 31353, 31353, 31927, 31932, 194609, 194609, 194609, 194617, 194617, 215912, 563613], [31932, 194617, 31927, 194617, 194617, 215912, 31927, 563613, 215912, 31932, 31932, 31927]]","[[3243, 10531, 10531, 31353, 31353, 31353, 31927, 31932, 194609, 194609, 194609, 194617, 194617, 215912, 563613], [31932, 194617, 31353, 10531, 194617, 31927, 194617, 194617, 215912, 31927, 563613, 215912, 31932, 31932, 31927]]","[[3243, 10531, 10531, 31353, 31353, 31353, 31927, 31932, 194609, 194609, 194609, 194617, 194617, 215912, 563613], [31932, 194617, 31353, 10531, 194617, 31927, 194617, 194617, 215912, 31927, 563613, 215912, 31932, 31932, 31927]]"
31932,194617,"[[3243, 10531, 10531, 31353, 31353, 31353, 31927, 31927, 194617, 215912], [31932, 194617, 31353, 10531, 194617, 31927, 194617, 31932, 215912, 31932]]","[[3243, 10531, 10531, 31353, 31353, 31353, 31927, 31927, 194609, 194609, 194609, 194617, 215912, 563613], [31932, 194617, 31353, 10531, 194617, 31927, 194617, 31932, 215912, 31927, 563613, 215912, 31932, 31927]]","[[3243, 10531, 10531, 31353, 31353, 31353, 31927, 31927, 194609, 194609, 194609, 194617, 215912, 563613], [31932, 194617, 31353, 10531, 194617, 31927, 194617, 31932, 215912, 31927, 563613, 215912, 31932, 31927]]"
32083,45605,"[[32083, 35061, 35061, 45605, 240791], [35061, 240791, 45605, 240791, 45605]]","[[35, 35, 19621, 32083, 35061, 35061, 45605, 141342, 240791], [141342, 35061, 240791, 35061, 240791, 45605, 240791, 35061, 45605]]","[[35, 35, 35, 19621, 19621, 32083, 35061, 35061, 35061, 45605, 82920, 141342, 210871, 210872, 210872, 240791, 853114, 853114, 853115, 853115, 853115, 853116], [141342, 210871, 35061, 240791, 853116, 35061, 210871, 240791, 45605, 240791, 35, 35061, 35, 210871, 35, 45605, 19621, 853116, 19621, 853114, 853116, 19621]]"
32260,62274,"[[4335, 28632, 50381, 62274], [62274, 32260, 62274, 50381]]","[[1717, 4335, 4335, 12182, 28632, 50381, 51180, 62274], [50381, 1717, 62274, 28632, 32260, 62274, 50381, 50381]]","[[1717, 4330, 4330, 4335, 4335, 4804, 4804, 6913, 6913, 12182, 12195, 12195, 12210, 12210, 12210, 28632, 28649, 32688, 38722, 50381, 51180, 51180, 62274, 67415, 67415, 67415], [50381, 1717, 32688, 1717, 62274, 12182, 12210, 1717, 4330, 28632, 38722, 51180, 12182, 4804, 67415, 32260, 12182, 1717, 51180, 62274, 12195, 50381, 50381, 12195, 38722, 51180]]"
32260,94713,"[[12182, 12182, 18777, 28632, 28957, 32260, 62274, 62274], [28632, 94713, 94713, 32260, 94713, 62274, 32260, 94713]]","[[4335, 4804, 4804, 12182, 12182, 12210, 12210, 18777, 28632, 28649, 28957, 32260, 50381, 62274, 62274, 62274], [62274, 12182, 12210, 28632, 94713, 12182, 4804, 94713, 32260, 12182, 94713, 62274, 62274, 32260, 50381, 94713]]","[[1717, 4335, 4335, 4804, 4804, 9515, 10177, 10177, 10177, 12182, 12182, 12210, 12210, 12350, 12350, 18777, 28632, 28649, 28957, 32260, 50381, 51180, 51180, 62274, 62274, 62274], [50381, 1717, 62274, 12182, 12210, 4804, 12210, 4804, 9515, 28632, 94713, 12182, 4804, 12210, 4804, 94713, 32260, 12182, 94713, 62274, 62274, 12350, 50381, 32260, 50381, 94713]]"
